uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Uso de agrotóxicos,Não possui degradação,Wanderlândia,1
Aração,Pouco degradado,Marianópolis do Tocantins,1
Gradagem,Pouco degradado,Marianópolis do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Marianópolis do Tocantins,1
Plantio convencional,Pouco degradado,Fátima,1
Aração,Pouco degradado,Fátima,1
Gradagem,Pouco degradado,Fátima,1
Aração,,Wanderlândia,1
Gradagem,,Wanderlândia,1
Pastagem nativa,,Wanderlândia,1
Uso de agrotóxicos,,Wanderlândia,1
Plantio convencional,,Babaçulândia,1
Aração,,Babaçulândia,1
Gradagem,,Babaçulândia,1
Pastagem nativa,,Babaçulândia,1
Plantio convencional,Degradação Média,Nova Olinda,1
Aração,Degradação Média,Nova Olinda,1
Gradagem,Degradação Média,Nova Olinda,1
Queimadas,Degradação Média,Nova Olinda,1
Pastagem nativa,Degradação Média,Nova Olinda,1
Monocultura,Degradação Média,Nova Olinda,1
Uso de agrotóxicos,Degradação Média,Nova Olinda,1
Roça de toco,Pouco degradado,Nova Olinda,1
Plantio convencional,Pouco degradado,Nova Olinda,1
Aração,Pouco degradado,Nova Olinda,1
Gradagem,Pouco degradado,Nova Olinda,1
Pastagem nativa,Pouco degradado,Nova Olinda,1
Uso de agrotóxicos,Pouco degradado,Nova Olinda,1
Plantio convencional,,Tupirama,1
Aração,,Tupirama,1
Gradagem,,Tupirama,1
Plantio convencional,Pouco degradado,Novo Acordo,1
Aração,Pouco degradado,Novo Acordo,1
Gradagem,Pouco degradado,Novo Acordo,1
Pastagem nativa,Pouco degradado,Novo Acordo,1
Não usa,Pouco degradado,Novo Acordo,1
Aração,Pouco degradado,Rio Sono,1
Gradagem,Pouco degradado,Rio Sono,1
Uso de agrotóxicos,Pouco degradado,Rio Sono,1
Roça de toco,,Paranã,1
Pastagem nativa,,Paranã,1
Roça de toco,,Luzinópolis,1
Plantio convencional,,Luzinópolis,1
Aração,Pouco degradado,Bom Jesus do Tocantins,1
Gradagem,Pouco degradado,Bom Jesus do Tocantins,1
Queimadas,Pouco degradado,Bom Jesus do Tocantins,1
Plantio convencional,,Lajeado,1
Aração,,Lajeado,1
Gradagem,,Lajeado,1
Roça de toco,,Filadélfia,1
Queimadas,,Filadélfia,1
Pastagem nativa,,Filadélfia,1
Monocultura,,Filadélfia,1
Pastagem nativa,,Caseara,1
Plantio convencional,Não possui degradação,Palmeiras do Tocantins,1
Aração,Não possui degradação,Palmeiras do Tocantins,1
Gradagem,Não possui degradação,Palmeiras do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Palmeiras do Tocantins,1
Aração,Pouco degradado,Miracema do Tocantins,1
Gradagem,Pouco degradado,Miracema do Tocantins,1
Pastagem nativa,Pouco degradado,Miracema do Tocantins,1
Roça de toco,,Couto Magalhães,1
Queimadas,,Couto Magalhães,1
Monocultura,,Couto Magalhães,1
Plantio convencional,,Paraíso do Tocantins,1
Plantio convencional,Pouco degradado,Aragominas,1
Aração,Pouco degradado,Aragominas,1
Gradagem,Pouco degradado,Aragominas,1
Queimadas,Pouco degradado,Aragominas,1
Uso de agrotóxicos,Pouco degradado,Aragominas,1
Aração,Não possui degradação,Marianópolis do Tocantins,1
Gradagem,Não possui degradação,Marianópolis do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Marianópolis do Tocantins,1
Plantio convencional,Pouco degradado,Paranã,1
Queimadas,Pouco degradado,Paranã,1
Pastagem nativa,Pouco degradado,Paranã,1
Plantio convencional,Pouco degradado,Palmas,1
Plantio convencional,Pouco degradado,Paranã,1
Aração,Pouco degradado,Paranã,1
Gradagem,Pouco degradado,Paranã,1
Queimadas,Pouco degradado,Paranã,1
Uso de agrotóxicos,Pouco degradado,Paranã,1
Plantio convencional,Pouco degradado,Paranã,1
Aração,Pouco degradado,Paranã,1
Gradagem,Pouco degradado,Paranã,1
Queimadas,Pouco degradado,Paranã,1
Pastagem nativa,Pouco degradado,Paranã,1
Uso de agrotóxicos,Pouco degradado,Paranã,1
Plantio convencional,Não possui degradação,Guaraí,1
Uso de agrotóxicos,Não possui degradação,Guaraí,1
Aração,Pouco degradado,Filadélfia,1
Gradagem,Pouco degradado,Filadélfia,1
